,img,boil,pan
0,IDgGNlz9j.png,0,1
1,ID2WeMT4E.png,0,10
2,IDVvuxGcQuq8kJUzc.png,0,5
3,IDXJlEaLM1D6u1Z.png,0,1
4,IDQJmelsBElC.png,0,2
5,ID0A1BdazZ.png,0,1
6,ID7cmb63.png,0,2
7,ID9ELKcDnF51ji.png,0,2
8,IDA0UwLuoWcQSlynM.png,0,1
9,IDxtyeXeRuDuhlPzO.png,0,1
10,IDAS8V4Uv25R.png,0,1
11,IDmYxjqwpAq1.png,0,1
12,IDYEmXBxsXumhPJ.png,0,1
13,ID1TDxkU5qVlgmTHC.png,3,0
14,IDPX3U5iY.png,0,1
15,IDprFug2l6Pljde.png,0,1
16,IDohUpFb461Xcoz.png,0,1
17,IDaObYWlKieCzN4.png,0,2
18,IDVaiuCfnN.png,0,4
19,IDXEVfqW3pz.png,0,2
20,IDUgEcF.png,0,1
21,IDvS6obPgyDrt.png,0,2
22,IDVrdvK65zz4b.png,0,1
23,IDdmE6RHRhA1yhZ.png,0,1
24,IDRjtqHx.png,0,1
25,IDa8e9hYoBmlLB.png,0,1
26,ID0DdRvmapzcn4h.png,0,1
27,IDlcgn04krf6YS.png,0,2
28,ID39iR1agmucAFZL.png,0,1
29,IDmE0stG478.png,0,1
30,ID5vE00zAieZ.png,0,8
31,IDkwFS7BXHv.png,0,3
32,ID39nsm7wPvd1odeB.png,0,5
33,ID0wVeQBkPG.png,0,1
34,IDKxjSJhsEQoG.png,0,2
35,ID1hf7U.png,0,3
36,IDOieNKgTMxuQlNU.png,1,0
37,IDilxyE88p9j4h.png,0,1
38,IDc7hJnwO8F.png,1,0
39,IDpS85cYoIBQqPZMn.png,0,1
40,IDf6dYtEqA7E.png,0,3
41,IDgJMS4EK1BELpL6c.png,0,2
42,IDIbi5ymwJije.png,5,0
43,IDPrnYiqekk.png,0,2
44,ID6dxtNoD05ul3.png,0,8
45,IDjIlF1Nw.png,0,3
46,ID6zdzJkJ6VR459Kw.png,0,3
47,IDHkhT4a.png,0,1
48,IDnDocH4j66X827bg.png,0,4
49,IDZoRFcz13MymeBxi.png,0,3
50,IDNIb90jPjT4.png,0,1
51,IDFDrQt1.png,0,1
52,IDIPsCMRr.png,0,1
53,IDY0yhHtJSZv0Rmt7.png,0,3
54,IDxTlFX.png,0,1
55,IDcDU2tIW000.png,0,3
56,ID3Pj78JoLh8FaGF.png,0,1
57,IDK8Lmc1.png,0,1
58,IDAjZsLUN8gmkhz.png,0,2
59,IDalHgo.png,0,2
60,IDv56h22H.png,0,1
61,ID8gIbgj6UMeqRE.png,0,3
62,IDgp77kzxR.png,0,3
63,IDnkLHEQxGtxPIr.png,0,1
64,IDpEE3X6DfW.png,0,1
65,IDTVRV0cXsGz7Ya9f.png,0,1
66,IDqjbz6Ayr99ouwE.png,0,3
67,ID1InvEE.png,0,1
68,ID2HHf4loqIOUdSLF.png,0,2
69,IDDSiUaPrtf.png,0,2
70,ID44wbRQdc7VerXcp.png,0,1
71,ID0o1YrpVl4.png,0,2
72,IDJbVseZotN.png,0,4
73,ID2ieUwMG08.png,0,3
74,IDYlBH3E4N5I3Xgj.png,0,1
75,IDI7b0ZPSt1n5P.png,0,1
76,IDvh5HmC.png,0,4
77,IDq0eacD.png,0,5
78,IDVpI6DCQNZulyZqt.png,0,1
79,IDDW3aKywnjEnLTL.png,0,1
80,ID514LGOBK8nk2.png,0,1
81,IDtyWanebBWYR.png,0,2
82,IDFBpFiO5KvRJs.png,0,3
83,IDwUhJgB3JQAHP.png,2,1
84,ID2uzM53MIh.png,0,2
85,ID4IUl7qIpqe4RCcO.png,0,1
86,IDWlQsqBvMAi3B6M9.png,0,1
87,IDNG9oyXVjhsp.png,0,1
88,IDgmQTTBrI.png,0,1
89,IDZEaRkzMhR4cR.png,0,1
90,IDp8ir2AVFAFPD.png,1,0
